,Review,Language,Translated
342,"Gibts zur Zeit im örtlichen Landwirtschaftsmarkt. Habe mehrere Maschinen getestet, entweder eiert das Bohrfutter oder es wackelt in seiner Aufnahme wie bei meiner, damit kann man nicht arbeiten. Maschine ging zurück, eigentlich schade, da es ein handliches Gerät wäre, aber diese Qualität im Vergleich zu den alten Makitas ist nur peinlich.",de,"Currently available at the local farmers' market. I have tested several machines, either the chuck wobbles or it wobbles in its holder like mine, you can't work with it. I returned the machine, which is a shame because it would have been a handy tool, but this quality compared to the old Makitas is just embarrassing."
343,"Gutes Produkt, gute Qualität, schnelle Lieferung. Leider von der Verpackung enttäuscht.  Kam in einem riesigen Paket, allerdings fehlt ein Orginalkarton. War nur in einer Plastiktüte verpackt. Sollte als Geschenk weiter gegeben werden. Hat dadurch den Anschein eines Ersateiles.",de,"Good product, good quality, fast delivery. Unfortunately disappointed by the packaging.  Came in a huge package, but the original box is missing. It was only packed in a plastic bag. Should have been given as a gift. This gives the appearance of a replacement part."
344,"Super handlicher Akkuschrauber, dem auch einiges an Kraft  in sich steckt! Sehr schnelle Lieferung, freundliches Personal!",de,"Super handy cordless screwdriver, which also has quite a bit of power in it! Very fast delivery, friendly staff!"
345,Klasse gerät! Damit macht das heimwerken richtig Spaß!,de,Great tool! It makes DIY really fun!
346,"Preis Leistungsverhältnis  ok, schnelle Lieferung.",de,"Price/performance ratio ok, fast delivery."
347,Als Hobbyhandwerker sehr zufrieden.,de,"As a hobby craftsman, very satisfied."
348,"Sehr schnelle Lieferung, bei dem Preis immer wieder!",de,"Very fast delivery, at this price again and again!"
349,Gerät für wirklich alle Fälle,de,Device for really all cases
350,Top Qualität wie erwartet.,de,Top quality as expected.
351,Zufriedenheit super Qualität,de,Satisfaction super quality
352,"Füllt sich sehr hochwertig an , kein wackeln bis jetzt alles top beobachte es ein halbes Jahr dann kommt noch ein Bewertung.",de,"Fills very high quality, no wobble so far everything top observe it half a year then comes another evaluation."
353,Gutes Gerät zu einem guten Preis,de,Good device at a good price
354,"Zu den Name Makita, brauche ich glaube ich nicht viel sagen. Sehr gut. Habe diese Maschine im Angebot gekauft habe und habe noch andere Dinge von Makita. Sehr zufrieden.",de,I don't think I need to say much about the Makita name. Very good. I bought this machine on special offer and have other things from Makita. Very satisfied.
355,Sehr zufrieden,de,Very satisfied
356,Immer wieder gerne,de,Again and again with pleasure
357,All package is wery nice fast chatger 2 batterys all is nice but that Drill is wery weak it works for small tasks i guess but for heahy duty construction sites it wont be a good choise,en,All package is wery nice fast chatger 2 batterys all is nice but that Drill is wery weak it works for small tasks i guess but for heahy duty construction sites it wont be a good choise
358,Eine sehr robuste Maschine die alle Bereiche in meiner Werkstatt abdeckt,de,A very robust machine that covers all areas in my workshop
359,"Habe nichts zu beanstanden, binsehr zufrieden",de,"I have nothing to complain about, I am very satisfied."
360,Dieser Akku 'Schlagbohrschrauber ist sehr Robust und Handliche und mit langer Ausdauer . Gefällt mir sehr Guz,de,This battery 'impact drill is very robust and handy and with long endurance. I like it very much
361,Perfekter Verkäufer schnelle Lieferung und günstiger Preis,de,Perfect seller fast delivery and reasonable price
362,Makita TOP Qualität!! Nach auch längerer Zeit wunderbares Arbeiten und NULL Probleme!!,de,Makita TOP quality! After even longer time wonderful work and ZERO problems!!!
363,Super Akkuschlagschrauber ! Endlich nicht mehr dieses lästige Steckdosen gesuche . Top Qualität .,de,Great cordless impact wrench ! Finally no more of this annoying search for sockets. Top quality .
364,"Handlich zu bedienen, tolles Aussehen, bequem zu bedienen. Kann diese handliche Bohrmaschine empfehlen.",de,"Handy to use, great look, convenient to use. Can recommend this handy drill."
365,"Als Ersatz für einen Billigakkuschrauber angeschafft, bin begeistert,  eine stabiles Gerät mit Schlagfunktion, die mir beim Einbau meiner Küche gute Dienste erwies, Schlagbohren in Putz und Ziegel super- Beton hatte ich keinen, durch die zwei Geschwindigkeiten universal verwendbar.",de,"I bought this as a replacement for a cheap screwdriver, I'm thrilled with it, it's a sturdy tool with an impact function that served me well when I was installing my kitchen, impact drilling in plaster and bricks was great - I didn't have any concrete, the two speeds make it universally usable."
366,Schöner Akkubohrschrauber in gut ausgestatteter Kiste. Hatte ihn heute das erste Mal so richtig im Einsatz und bin begeistert.,de,Beautiful cordless drill in a well-equipped box. I used it for the first time today and am thrilled.
367,Hat den Test hervorragend bestanden. Bin sehr zufrieden damit,de,Passed the test excellently. Am very satisfied with it
368,Bis jetzt alles super.,de,Everything is great so far.
369,"robuster akkuschrauber,alles super.",de,"robust cordless screwdriver, everything great."
370,Tolles handliches Gerät mit genug power. An Zubehör alles dabei was man schnell als Heimwerker braucht. Bin sehr zufrieden,de,Great handy device with enough power. Everything you need quickly as a DIYer is included in the accessories. I am very satisfied
371,"Perfekt, von der Bestellung bis zur Auslieferung.Gern wieder.",de,"Perfect, from the order to the delivery."
372,"Amtlicher Koffer, schicke Farbe, praktisch und, ach ja, er Bohrt ;-)Als ""Schlagbohrer"" nicht mit einem ""Kabelgebundenen"" zu vergleichen, aber ansonsten tadellos.",de,"Official case, chic colour, practical and, oh yes, it drills ;-)As a ""percussion drill"" not to be compared with a ""corded"" one, but otherwise impeccable."
373,Starkes Maschinchen. Hat sich bereits bei uns in vielen diversen Einsatzfällen bewährt. Würde ich wieder kaufen,de,Strong little machine. It has already proven itself in many different applications. I would buy again
374,Bin voll auf begeistert habe schon einige ausprobiert.  Gebe vollkommen zurecht 5 Stern     ,de,I'm completely enthusiastic and have already tried a few.  I give it 5 stars and rightly so
375,"Was soll ich schreiben?Wer sich für eine Makita entscheidet,weiß was er kauft.",de,"What can I write? If you decide to buy a Makita, you know what you are buying."
376,Makita ist nun mal sehr gut. Keinerlei Beanstandungen.,de,Makita is very good. No complaints at all.
377,1a bin sehr zufrieden,de,1a I am very satisfied
378,Wie immer super Qualität bei Makita habe nichts anderes erwartet,de,As always super quality with Makita I expected nothing less
379,"schnelle Lieferung, guter Preis, guter Kundenkontakt, hatte meine Rechnung nicht ausgedruckt E-Mail gelöscht, Anruf getätigt, Rechnung wurde per E-Mail verschickt. Jederzeit wieder",de,"Fast delivery, good price, good customer contact, hadn't printed out my invoice email deleted, phone call made, invoice was emailed. Every time again"
380,Top schrauber aber wie es verpackt wurde gefiel mir nichtEinfach nur in der Karton rein und gut nix ausgepolstert oder sonst wie,de,Top screwdriver but I didn't like the way it was packaged Just put it in the box and well no padding or anything else
381,top,en,top
382,Bedienen sehr einfach/schnell und gut zu handhaben.,de,Very easy/quick to operate and easy to handle.
383,"Die Makita ist leicht zu händeln , leistungsstark und hat Ausdauer . Die Akkus halten lange und sind schnell geladen . Gerade die 482 ist leicht , kräftig und im normal Gebrauch eigentlich nicht kaputt zu kriegen . Makita steht eben für Qualität !",de,"The Makita is easy to handle, powerful and has endurance. The batteries last a long time and are quickly charged. Especially the 482 is light, powerful and in normal use actually not to get broken. Makita stands for quality!"
384,"Mein Akkubohrschrauber war defekt, daher habe ich mir diesen neuen geholt. Diesmal als Schlagbohrer. Bin bis jetzt zufrieden, wobei er etwas riecht wenn er in Betrieb ist.",de,"My cordless drill was defective, so I got this new one. This time as an impact drill. I'm satisfied so far, although it smells a bit when it's in use."
385,Die Rezessionen sprechen für sich. Bin sehr zufrieden. Makita halt  Qualität Funktion 1A. Die Akku‘s sind halt etwas teuer. Würde erstmal schauen ob alles in das geplante Budget passt. Ist meine zweite Bohrmaschine bohrt durch Metall Holz und Beton ohne Probleme. Sehr stark und liegt in der Hand Super.,de,The reviews speak for themselves. I am very satisfied. Makita halt Quality Function 1A. The batteries are just a bit expensive. Would first see if everything fits into the planned budget. Is my second drill drills through metal wood and concrete without problems. Very strong and lies in the hand Super.
386,"Ein hervorragender Schrauber für starke Belastungen zu einem niedrigen Preis. Klar sind die Akkus selbst teuer. Hat man sich allerdings schon ein paar Akkus geleistet ist dieser Akkuschrauber sehr günstig. Dieser wir bei mir in der Firma dauerbelastet und weißt so gut wie bei keinem Mängel auf. Selbst mein schwerer Akkuschrauber von Makita mit Eisenbohrfutter hat bei einem 22 Loch mit 26 cm Durchmesser versagt, wo dieser Schrauber aushelfen konnte.",de,"An excellent screwdriver for heavy loads at a low price. Of course, the batteries themselves are expensive. However, if you have already bought a few batteries, this cordless screwdriver is very affordable. I use it in my company all the time and hardly any of it has any defects. Even my heavy Makita cordless screwdriver with iron drill chuck failed on a 22 hole with a diameter of 26 cm, where this screwdriver could help out."
387,"Der Schlagbohrschrauber ist besser als ich dachte. Das Makita gute Geräte baut weiß ich, aber der Schrauber ist wirklich gut!",de,"The impact drill is better than I thought. I know that Makita makes good tools, but the screwdriver is really good!"
388,"Schnelle Lieferung, gute Information, klasse Artikel",de,"Fast delivery, good information, great article"
389,Hochwertige Verarbeitung,de,High quality workmanship
390,Super schnell angekommen. wow.alles bestens verlaufen.  Danke! gerne wieder....,de,Arrived super fast. wow.everything went well.  thank you! gladly again....
391,Ein schönes Präsent .. für einen Heimwerkerfreund,de,A nice present ... for a DIY friend
392,Supper alles gut gelaufen,en,Supper alles gut gelaufen
393,gerne wieder,de,gladly again
394,Man kann mit ihr gut arbeiten.,de,You can work well with it.
395,Ok,en,Ok
396,Alles  super.,de,Everything is great.
397,Das Gerät ist super. Es ist sehr schnell und eignet sich z.B gut für meine Bau-Firma. Bin begeistert Kann ich jedem nur weiter empfehlen.,de,"The device is great. It is very fast and is well suited for my construction company, for example. I am thrilled. I can only recommend it to everyone."
398,"Super Maschiene ,Gute Handhabung",de,"Super machine, good handling"
399,Top Qualität. Aber war nicht anders zu erwarten. ,de,Top quality. But it was to be expected.
400,Drehverschluss ist defekt kann nicht mehr mit Hand zuschrauben nur noch wenn ich es festhalte und dann laufen lasse,de,"The screw cap is defective I can no longer screw it on by hand, but only if I hold it and then let it run."
401,Sehr gute Qualität. Gutes Preis Leistung Verhältnis.,de,Very good quality. Good price-performance ratio.
402,Suppe Ausstattung zum fähren Preis sehr und ein schöner und Stabieler Koffer.,de,Soup equipment at the ferry price very and a beautiful and Stabieler case.
403,....ohne Kabel. Nichts für Beton aber für alle haushaltsüblichen Wände zu gebrauchen. Als Akku Schrauber ist er in der makita Reihe ein ausdauernder Geselle. Leistungsstark und ausbalanciert. Ein klasse Werkzeug,de,"....without cable. Not for concrete, but can be used for all standard household walls. As a cordless screwdriver, it is an enduring companion in the makita range. Powerful and well-balanced. A great tool"
404,Super Gerät nicht zu schwer und trotzdem starke Leistung.Auch mit der Schlagbohrfunktion bereits zum Testen mal ein 10mm Loch in Beton gebohrt und ging besser als gedacht. Zwar nicht so schnell wie mit der grossen Schlagbohrmaschine aber für die Grösse/Gewicht des Geräts (da ich mir die eigentlich gekauft habe um Lampenschirme und dergleichen aufzuhängen) ging es überraschend gut.,de,"Super tool, not too heavy but still powerful. Even with the percussion drilling function, I already drilled a 10mm hole in concrete for testing and it went better than I thought. Not as fast as with the big impact drill, but for the size/weight of the device (since I actually bought it to hang lampshades and the like) it went surprisingly well."
405,"alles bestens, Danke!",de,"everything is fine, thank you!"
406,Läuft super. Top Maschine.,en,Läuft super. Top Maschine.
407,Makita halt...,et,Makita stop...
408,Sehr gutes Gerät.,de,Very good device.
409,Als Heimwerker sehr gute Qualität,de,Very good quality as a do-it-yourselfer
410,Klein aber fein. Gut,de,Small but nice. Good
411,Nach langer Irrfahrt und viel Lehrgeld einmal in die Grundausstattung mit Akkus und Ladegerät investiert. Der akkuschrauber bringt dann mit dieser Verbindung mal So richtig Spaß ... für den semiprofessionellen und ambitionierten Heimwerker die beste Wahl.,de,"After a long odyssey and a lot of money spent on learning, I invested in the basic equipment with rechargeable batteries and charger. With this connection, the cordless screwdriver brings real fun ... The best choice for the semi-professional and ambitious do-it-yourselfer."
412,Erfüllt täglich seine arbeit,de,Fulfils its work every day
413,super tolles teil und der preis ist angebracht,de,super great part and the price is appropriate
414,Könnte billiger sein noch,de,Could be cheaper still
415,Habe mir diesmal ein Akkuschrauber mit Schlagfunktiin gekauft. Funktioniert hervorragend. Reicht für den normalen Hausgebrauch völlig aus.,de,This time I bought a cordless screwdriver with impact function. Works excellently. It is completely sufficient for normal household use.
416,Maschine ist super positiv überrascht  schade statt nicht welche Akkus und Ladegeräte kann Mann benutzen …,de,Machine is super positively surprised pity instead of which batteries and chargers can man use ...
417,Klasse Teil. Schnelle Lieferung Läuft perfekt.,de,Great part. Fast delivery Runs perfectly.
418,gut zu halten ist so die Frage wer sie hält. Ich habe eine große Makita und bin begeistert. Mal sehen was Schwiegersohn und Tochter dazu sagen. Ausstattung sehr gut.,de,It's a question of who holds it. I have a big Makita and I'm thrilled. Let's see what my son-in-law and daughter have to say. Very well equipped.
419,Als Zweitgerät bohren und Schrauben um nicht wechseln zu müssen.,de,"As a second unit, drill and screw to avoid having to change."
420,Günstig und sehr gut ,de,Cheap and very good
421,Zum Vorrichtung meiner Wohnung,de,To the device of my flat
422,Ist halt Makita. Mehr muss man nicht sagen.,de,It's just Makita. There's no need to say more.
423,Makita Qualität. Alles wie erwartet.,de,Makita quality. Everything as expected.
424,Ok,en,Ok
425,Bin sehr zufrieden mit dem artikel,de,I am very satisfied with the article
426,"Mein Mann liebt sein neues Akku-Schrauber. Ich persönlich finde den Koffer dazu am besten, immer alles zusammen, es kann nichts kaputt gehen.Leistung und Handhabung sind top!",de,"My husband loves his new cordless screwdriver. I personally think the case is the best, everything is always together, nothing can get broken.performance and handling are top!"
427,"Empfehlenswert, gute Qualität, tolle Farben, Preisleistungsverhältnis OK, schnelle Lieferung, empfehlenswert.",de,"Recommendable, good quality, great colours, price performance ratio OK, fast delivery, recommendable."
428,Alles top,de,Everything top
429,"Makita DHP482Z Schlagbohrschrauber 18 V Das ist was für Firmen so wie auch Privat . Ist ein ALES könner Mit SCHLAG für Beton , für Boren ind Metall sowie auch in Holz und auch ein Drehmoment zum Schrauben .Diese ist einer der BESTEN von MAKITA .",de,"Makita DHP482Z impact drill 18 V This is something for companies as well as private. It is an ALL-rounder for concrete, metal and wood and also has a torque for screwing. This is one of the BEST from MAKITA."
430,Gute Qualität,de,Good quality
431,War ein Geschenk zu Weihnachten. Kam sehr gut an,de,It was a gift for Christmas. Was very well received
432,Ciao a tutti lo consiglio a tutti super kit di avvitatore con i suoi accessori come in foto e descrizione con tutti i suoi accessori sono contento grazie amazon e makita nome è una garanzia lo uso da anni questo marchio,it,Hi everyone I recommend it to everyone super screwdriver kit with its accessories as in the picture and description with all its accessories I am happy thanks amazon and makita name is a guarantee I have been using this brand for years
433,"sul prodotto non c'è nulla da commentare anche se in seconda velocità lasciando il pulsante di scatto fa un rumore di ingranaggi....ma la cosa da commentare che fa pietà la spedizione, viene spedito in un cartone senza imballaggio plastificato ne carta all'interno per parare gli urti durante il viaggio.",it,"on the product there is nothing to comment on even if in second speed leaving the shutter button makes a gear noise....but the thing to comment on that makes pity the shipping, it is shipped in a carton without plastic packaging nor paper inside to parry shocks during the trip."
434,"Prodotto che vale i soldi spesi , Makita sempre una garanzia",it,"Product worth the money spent, Makita always a guarantee"
435,"100% value for money! Great buy, does everything I need it to, for a lightweight drill it packs a punch!",en,"100% value for money! Great buy, does everything I need it to, for a lightweight drill it packs a punch!"
436,Rapport qualité prix ça va pour la bricole a la maison,fr,Good value for money for home improvement
437,W skrzynce brakuje 6 wierteł i opakowanie wygląda jak używane /:Czy można coś zrobić żeby dostać same brakujące wiertła bez zwracania całości?,pl,The box is missing 6 drill bits and the packaging looks used /:Is there anything that can be done to get the missing drill bits alone without returning the whole thing?
438,Je conseille . Matos de pro . Mais le chargeur est une horreur . Le ventilo est tropBruillant !!! On croirait un Airbus dès la mise en charge .,fr,I recommend . Professional equipment. But the charger is a horror. The fan is too bright !!! It's like an Airbus as soon as you put it in charge.
439,Objet bien reçu au top c'est se que je voulait merci,fr,I'm very pleased with the service and the quality of the product.
440,"J'aime bien les produits Makita,bonne qualité.",fr,"I like Makita products, good quality."
441,Lightweight very well shaped for handle ability,en,Lightweight very well shaped for handle ability
442,"Le fait que l'appareil a fumé lors de son utilisation ne veut pas dire que c'est un produit a oublier, car c'est ma 2ème perceuse et la 1ère a faut son temps. je pense que c'est un produit fiable et comme il est sous garantu je préfère le renvoyer pour un échange ou un remboursement.",fr,"The fact that the unit smoked during use does not mean that it is a product to forget, as it is my 2nd drill and the 1st one took its time. I think it is a reliable product and as it is under warranty I prefer to send it back for an exchange or a refund."
443,Un peu lourde mais très efficace.,fr,A little heavy but very effective.
444,Lighter and more powerful than previous models.Great driilDelivery was one day earlier than promised,en,Lighter and more powerful than previous models.Great driilDelivery was one day earlier than promised
445,"Matériel de qualité. Surpris par le rapport poids / puissance. Parfait. Livraison sans emballage, seulement dans un plastique. C'est surprenant.",fr,"Quality material. Surprised by the weight/power ratio. Perfect. Delivered without packaging, only in plastic. Surprisingly good."
446,Prodotto che mantiene la qualità makita. Rapporto prezzo prestazione vantaggioso pur essendo prodotto di marca. Consigliato.,it,Product that maintains makita quality. Good value for money despite being a branded product. Recommended.
447,Remplacement d'une visseuse hs,fr,Replacement of a screwdriver hs
448,"Esta muy bien y funcionsa de escandalo, la unica pequeña pega es que el porta brocas se queda enganchado y cuesta abrir o cerrar, imagino que co el uso y un poco de lubricacion se solucione.",es,"It is very good and works great, the only small problem is that the bit holder gets stuck and it is difficult to open or close, I imagine that with use and a little lubrication it will be solved."
449,Brilliant,en,Brilliant
450,".....MOLTO LAVORO DI VALUTAZIONE TRA USATI E SOTTOMARCA......CI SONO PERSONE CHE FORSE NON SANNO COSA VENDONO O PENSANO CHE GLI ACQUIRENTI SIANO TUTTI INGENUI..SCARTANDO TRA NUOVI A PREZZI ASTRONOMICI USATI CON BUON PREZZO MA MOLTO DATATI.....ALLA FINE HA PREVARSO IL BUONSENSO DI CERCARE UNA VIA ALTERNATIVA SUL NUOVO...O WAREHOUSE ( COME SI DICE)....articolo senza batteria  venduto in warehouse....ma molto curato...ne è valsa la pena....messo alla prova...ma non al lavoro forzato per adesso...sembra che sia all'altezza....provengo da esperienza A&G ....METABO ...adesso MAKITA NON DOVREBBE DELUDERE LE MIE ASPETTATIVE,,,,PENSO CHE SIA LA MIA SCORTA PER I LAVORI A SEGUIRE...ANCORA DIECI QUINDICI ANNI ....QUESTA è LA MEDIA DEI MIEI TRAPANI A BATTERIA....HO COMPRATO BATTERIA E CARICABATTERIA ORIGINALI IN ALTRO SITO...corpo macchina MOLTO SOLIDO ...NON LEGGERISSIMO...CI VUIOLE UN BEL POLSO E TANTO PROGRAMMA DI  LAVORI  DA ESEGUIRE....SONO FIDUCIOSO ....SARA' UN BUON ELETTROUTENSILE...peccato che il motore non sia brushless....ma penso che non darebbe gli stessi parametri di efficienza...in effetti la lucina sotto il mandrino non è il massimo dell'efficienza e forse potrebbe pregiudicare la durata della batteria....sembra di più un avviso di messa in lavoro che luce ( ma vedrò nelle reali necessità quanto sarà utile veramente )...ottimo il mandrino da tredici....ti fà usare le punte da ferro ( per svasare ) senza ricorrere a punte con codolo ridotto...ok.il selettore a cursore scorrevole.....molto rapido...ottima la soluzione per forare ed avvitare con inserimento frizione ( la uso tantissimo )....le due velocità sembrano eguagliarsi così a prima vista....ma vedremo ( ripeto ) nel lavoro impegnativo ......spero tanto che le recensioni che danno il mandrino nel tempo disassato siano solo diciture malefiche......gli altri marchi...A&G e Metabo erano perfetti...ok.....vado a lavorare che è  meglio...",it,".....A LOT OF VALUATION WORK BETWEEN USED AND SUB-BRANDS......THERE ARE PEOPLE WHO PERHAPS DON'T KNOW WHAT THEY ARE SELLING OR THINK THAT BUYERS ARE ALL NAIVE...DISCARDING BETWEEN NEW AT ASTRONOMICAL PRICES USED WITH GOOD PRICES BUT VERY DATED.....IN THE END HE TAKEN THE GOOD SENSE TO LOOK FOR AN ALTERNATIVE WAY ON THE NEW...OR WAREHOUSE ( AS IT IS SAID)....article without battery sold in warehouse....but very well cared for...well worth it....tested...but not at forced labour for now...seems to be up to the task....I come from A&G experience ....METABO ...now MAKITA SHOULD NOT LEAVE MY EXPECTATIONS,,,,I THINK IT'S MY MISSION FOR THE FOLLOWING WORK...YET TEN FIVE YEARS AFTER ....THIS IS THE AVERAGE OF MY BATTERY DRILLS....I BUYED THE ORIGINAL BATTERY AND BATTERY CHARGER ON ANOTHER SITE...VERY SOLID MACHINE BODY...NOT VERY LIGHT...IT TAKES A GOOD HANDLE AND LOTS OF WORK TO DO....I'M CONFIDENT ....IT WILL BE A GOOD ELECTRIC TOOL...pity that the motor is not brushless....but I think it would not give the same parameters of efficiency...in fact the light under the spindle is not the most efficient and perhaps it could affect the life of the battery....it looks more like a warning of work than light (but I'll see in real needs how useful it will really be)...excellent the thirteen spindle....it allows you to use the iron bits (for countersinking) without resorting to bits with reduced tang...ok.the sliding cursor selector.....very fast...excellent solution for drilling and screwing with clutch insertion ( I use it a lot )....the two speeds seem to be equal so at first sight....but we'll see ( I repeat ) in demanding work ......I hope so much that the reviews that give the spindle in the time offset are only evil sayings......the other brands...A&G and Metabo were perfect...ok.....get to work that's better..."
451,Il secondo che compro perche' il mandrino del primo si e' rotto ed avendo tre batterie abbiamo optato per questa soluzione. Fa il suo lavoro e makita e' sempre un nome anche se risulta made in Romania .,it,The second one I bought because the spindle of the first one broke and we had three batteries. It does its job and makita is always a name even if it is made in Romania .
452,"Ne abbiamo 4, siamo un'officina di carpenteria leggera ,lavoriamo i 2-3mm di spessore, e questi trapanini hanno sostituito quelli ad aria che utilizzavamo prima, niente tubi dell'aria e molto più versatili.Ho letto alcuni scontenti del prodotto, io sinceramente ne ho 4, 5 se contiamo quello per le trasferte e mediamente se ne rompe 1 ogni 2 anni circa, credo principalmente a causa dell'utilizzo improprio con tazze o punte ribassate che sforzano eccessivamente motore e mandrino, comunque ognuno ha le sue esperienze, la mia è positiva.",it,"We have 4 of them, we are a light carpentry workshop, we work with 2-3mm thicknesses, and these drills have replaced the air drills we used to use, no air hoses and much more versatile.I have read that some people are unhappy with the product, I honestly have 4, 5 if we count the one for travelling, and on average 1 of them breaks down every 2 years or so, I think mainly due to improper use with cups or low drills that overstress the motor and spindle, however everyone has their own experiences, mine is positive."
453,Scalda un po’ nell’uso prolungato. Da valutare nel lungo periodoComunque un buon prodotto,it,Heats up a little in prolonged use. To be evaluated in the long runA good product nonetheless
454,"Après que la visseuse de mon mari ait rendu l'âme,nous en avons cherché une nouvelle .. mais sans batterie puisque nous avons les batterie et le.chargeur.c'est mission accomplie ! Exactement la même..",fr,"I've been looking for a new one since my husband's screwdriver broke down, but without the battery because we have the batteries and the charger. It's mission accomplished! It's exactly the same."
455,"Lorsqu'on reçoit cette visseuse, on est un peu surpris par sa petite taille.Par contre celle- ci est très dense et bien lourde, gage d'une fabrication de qualité.Ce n'est pas un outil léger bon marché.On a cette machine parfaitement en main et sa petite taille est un atout.Son grip la rend très ergonomique et elle est très équilibrée lorsqu'on l'à en main.Je suis ravi de cet achat car son format compact et sa bonne puissance sont parfaits pour le bricolage.La perceuse est puissante et les travaux courants ne lui font pas peur.Cette machine a un très bon rapport qualité-prix.Je l'ai reçue dans son carton d'origine Makita avec comme accessoires, un clip de ceinture et un enbout de vissage.C'est une très bonne machine à toujours avoir sous la main pour les petits travaux courants.En résumé,✅ format compact mais très puissante✅ livrée avec boite Makita et les accessoires✅ excellente prise en main, très ergonomique✅ très maniable et bien équilibrée✅ nombreux réglages utiles✅ grip de la poignée excellent✅ très bon rapport qualité-prixLes moins:❌ je n'en ai pas trouvé pour l'instant",fr,"I am very pleased with the size of the screwdriver and the fact that it is very compact and heavy, which is a sign of quality workmanship, and not just a cheap lightweight tool.I am very pleased with this purchase as the compact size and good power are perfect for DIY.The drill is powerful and does not scare off routine jobs.This machine is very good value for money.I received it in its original Makita box with a belt clip and a screwdriver bit as accessories.It's a very good machine to always have on hand for small routine jobs.In summary,✅ compact size but very powerful✅ delivered with Makita box and accessories✅ excellent grip, very ergonomic✅ very handy and well balanced✅ many useful settings✅ excellent handle grip✅ very good value for moneyThe minuses:❌ I haven't found any yet"
456,"Pas encore utilisé, offert pour un anniversaire, je suis déçue car manque le cutter dans le coffret.",fr,"Not yet used, offered for a birthday, I am disappointed because the cutter is missing in the box."
457,Pas trouvé la batterie et le chargeur avec son. Fonctionnement ou trop cher,fr,Could not find the battery and charger with its. Functioning or too expensive
458,"The short version of this review is- fantastic drill, but NO BATTERY OR CHARGER, JUST DRILL, PLAN AHEAD.here is the longer version:what I received from this purchase:DrillDrillbit (crosshead/flathead)hook and screw to attach to the drillAGAIN, THERE IS NO BATTERY OR CHARGER WITH THIS DRILL, JUST THE ABOVE LISTED ITEMS.I would recommend buying a case or a carry bag of some kind to keep the drill, battery, and charger together.ONTO HOW THE DRILL PERFORMS:I've had 2 separate moments of panic which turned out to be fail-safes built into the drill, which I will share with you guys so you don't panic like I did!While on the ""screw"" function, which is obviously named, once the screw (or whatever you are screwing in) has reached its optimum tightness indicated by your torque setting (the number dial) the drill will click and refuse to turn, instead of continuously turning like the drill or hammer setting, in order to prevent the screw or the drill bit stripping.the second failsafe I'm not quite sure how it happened but I was low on battery and had been using the drill for a few hours in the hot sun and the drill stopped moving, but the light still came on. I'm assuming this was an overheating fail safe or just low battery, as once I left the battery charging and cooling down, as well as the drill, it worked again.This drill annihilates any task it has been presented with so far. its drilled through wood like a knife through butter, kept up with my Father's corded drill when drilling into masonry, and screws things in like it is child's play.the drill comes with an attachable hook which slightly overshoots the bottom of the drill, putting it on a slight lean, but it isn't too annoying. the only other thing with this drill is a flathead/crosshead drill bit, that is it.I haven't needed to yet but the drill's inner parts are easily accessible and replaceable.CONCLUSION: if you want a good drill or are planning lots of working where drilling or screwing is needed, buy it (and a battery or two, and a charger!).​If you are doing light work, I would probably say buy a cheaper drill with all the parts needed, as this drill is definitely more aimed at bigger jobs more than small bits and bobs.",en,"The short version of this review is- fantastic drill, but NO BATTERY OR CHARGER, JUST DRILL, PLAN AHEAD.here is the longer version:what I received from this purchase:DrillDrillbit (crosshead/flathead)hook and screw to attach to the drillAGAIN, THERE IS NO BATTERY OR CHARGER WITH THIS DRILL, JUST THE ABOVE LISTED ITEMS.I would recommend buying a case or a carry bag of some kind to keep the drill, battery, and charger together.ONTO HOW THE DRILL PERFORMS:I've had 2 separate moments of panic which turned out to be fail-safes built into the drill, which I will share with you guys so you don't panic like I did!While on the ""screw"" function, which is obviously named, once the screw (or whatever you are screwing in) has reached its optimum tightness indicated by your torque setting (the number dial) the drill will click and refuse to turn, instead of continuously turning like the drill or hammer setting, in order to prevent the screw or the drill bit stripping.the second failsafe I'm not quite sure how it happened but I was low on battery and had been using the drill for a few hours in the hot sun and the drill stopped moving, but the light still came on. I'm assuming this was an overheating fail safe or just low battery, as once I left the battery charging and cooling down, as well as the drill, it worked again.This drill annihilates any task it has been presented with so far. its drilled through wood like a knife through butter, kept up with my Father's corded drill when drilling into masonry, and screws things in like it is child's play.the drill comes with an attachable hook which slightly overshoots the bottom of the drill, putting it on a slight lean, but it isn't too annoying. the only other thing with this drill is a flathead/crosshead drill bit, that is it.I haven't needed to yet but the drill's inner parts are easily accessible and replaceable.CONCLUSION: if you want a good drill or are planning lots of working where drilling or screwing is needed, buy it (and a battery or two, and a charger!).​If you are doing light work, I would probably say buy a cheaper drill with all the parts needed, as this drill is definitely more aimed at bigger jobs more than small bits and bobs."
459,Makita products are just great!,en,Makita products are just great!
