,Review,Language
305,"Bekomme keine Bohrlöcher in die Wand, trotz schlagbohrmaschiene",de
306,"Schnelle Lieferung, super Preis, unkompliziert",de
307,"Schöner Schrauber.Packet kam schnell, nur das packet war komplett verbeult und der schrauber hat Tiefe riefen als wäre er schon in Benutzung gewesen.",de
308,Perfect,en
309,"Wie die Überschrift schon sagt, hierbei handelt es sich um ein 1a Produkt mit viel Power! Klare kaufempfehlung, denn der Preis ist auch okay.",de
310,Alles Bestens,de
311,"Einmal in Stein gebohrt ,danach hatte des ganze Bohrfutter spiel ! Die Maschine leckte Öl und die Bohrleistung für Stein war so gut wie weg ! Maschine wurde eingeschickt , ich warte bis jetzt noch drauf (8 Wochen)",de
312,"Bin der Meinung ,diese Akkumaschinen sind einfach sehr gut und haltbar.Es ist für mich als Privatkunden die perfekte Zweitmaschine. Tolles Werkzeug",de
313,Super Gerät zum weiterempfellenBin zufrieden,de
314,Funktioniert einwandfrei / bin sehr zufrieden,de
315,Alles Super!!!,de
316,"Wer diese Maschine für kleinere Löcher einsetzten will sollte die Finger von dem Produkt lassen..... die Reklamation beim Maschinevertragshändler war sehr ernüchternd...… diese Geräte sind alle so daß das Bohrfutter "" eiert"" kein ordentliches Bohren von kleineren Löchern möglich ….. wirklich nur als Schrauber einsetzbar !",de
317,Schlechte Qualität kenn ich so von Makita nicht. Das Bohrfutter hat schon im Neuzustand übermäßig großes Spiel also nicht Brauchbar für mich! Deswegen werd ich es gleich wieder zurückschicken!Also trotz des Preises nicht empfehlenswert wert wenn man so einen Akkuschrauber öfters mal benützen will!,de
318,"Muss schon gestehen, dass ich schockiert bin.Etwas am Haus renoviert und bei beiden Makitas ist das Getriebe ausgeschlagen und eiert.Kein Rundlauf mehr und sie stinkt, als würden sie gleich brennen.Das ist mir mit anderen Herstellern nach 10 Jahren nicht passiert.",de
319,Sehr schnelle Lieferung top Qualität,de
320,"Kraftvolle und ergiebige Maschine, das Gerät ist sehr stark und ausdauernd.Müsste ich mich wieder entscheiden würde ich sie mir wieder kaufen.",de
321,Für das Geld ,de
322,Gute Qualität,de
323,Ok,en
324,alles bestens,de
325,Perfekt,de
326,Leider ein defektes gerät erhalten und der service ist leider nicht brauchbar.sitze nun auf einem defekten gerät das keine 6 mal benutzt wurde,de
327,"Hallo der Schrauber wird nach nur 5 Holzschrauben deutlich warm, da kann etwas nicht stimmen.",de
328,habe nicht den ersten Makita und kann nicht negatives sagen,de
329,"Bohrfutter lose, Keine Seriennummer, Stufen machen keinen Unterschied beim Bohren - mit großer Wahrscheinlichkeit ein Fake.",de
330,Ohne Akku wertlos,de
331,"Erfüllt die Erwartungen nicht, nach 200 Schrauben war sie fertig ;-(",de
332,"Das Set ist schon eine Art Mogelpackung ,die Bits sind alle doppelt um die anzahl des Zubehörs zu erhöhen ,auch sollte man genauer auf die Akku größe schauen ,wenn man später andere Maschinen kauft die mehr energie benötigen wird man mit diesen nicht glücklichschönes set aber ein blender",de
333,Leider schon defekt,de
334,Dieser Schrauber tut was er soll und das auch zuverlässig. Kein eiern vom Bohrfutter oder ähnliches.  Ich kann dieses Set für Hobby Handwerker empfehlen,de
335,"Review DHP482 und Vergleich mit M18CBLPDEin Akkuschrauber ist eines der essenziellsten Elektrowerkzeuge, die man haben sollte. Das nächste wäre dann eine Handkreissäge. Ihr wollt also nun wissen, wie gut dieser Schlagbohrschrauber ist? Nun ja, für den Heimgebrauch ist er auf jeden Fall hervorragend. Wir haben denselben auch in der Firma. Am besten kann man ein Produkt bewerten, wenn man auch noch andere gleichwertige Geräte mit diesem vergleicht. Also los.-  Generell.Im Großen und Ganzen ein Akkuschrauber durch und durch. Man sollte das Schlagwerk nicht verwenden, wenn es nicht unbedingt notwendig ist. Das Drehmoment im Harten Schraubfall ist identisch mit dem Mainstream, sowie auch des M18CBLPD, den ich hier mit dem Makita DHP482 vergleichen möchte.- Akkuplattformen.Wenn ihr mit diesem Gerät in die Makita Plattform einsteigen wollt, kann ich euch das nicht verübeln.Gefallen tut mit vor allem der simple und geschmeidige Wechsel der Makita Akkus. Bei Milwaukee muss man hart zusammendrücken und fest ziehen, bis sich der Akkupack löst. Ein Nachteil bei den BL18xx Akkus ist aber das Plastikgehäuse. Es scheint nicht so stabil zu sein wie bei Team Rot. Und einen gummierten Boden, um Kratzer auf Akku und Oberfläche zu vermeiden hat es auch nicht. Ich habe das provisorisch mit Isolierband gelöst. Wenn man Akkus mit über 6Ah sucht, ist Makita nicht zu empfehlen.Ladezeiten sind in etwa gleich aber der Makita Schnelllader bläst die ganze Zeit mit einem Lüfter was echt nervig ist. Bei dem Teil kann man auch nicht erkennen, wann er fertig ist. Er bläst einfach die ganze Zeit. Der Milwaukee Lader hat wenigstens ein leises „Ladegeräusch“ das aufhört, wenn er fertig ist.Jetzt zu den Akkuschraubern selbst.- Gewicht.Der Milwaukee CBLPD ist etwas leichter als der DHP482.- GeräuschpegelDer Makita klingt wie ein Transformator beim Anlaufen. Bei maximaler Drehzahl ist aber der Milwaukee lauter.- AbzugDer Makita Abzug gefällt mir besser. Er hat einen kleineren Weg bis das Gerät anläuft und der Schrauber muss sich nicht drehen, damit das Licht angeht.- Niedrigste UmdrehungszahlMilwaukee:  1 Umdrehung in 3 Sekunden (1. Gang)Makita :  1 Umdrehung in 1-1,5 Sekunden (1. Gang)- GangwechselBeide können mit 1 Hand gewechselt werden (wenn man die Geräte gegen den Körper drückt), der Makita hat einen etwas angenehmeren Gangwechsel weil die Ergonomie besser ist.- GriffstückDer Makita ist besser was die Ergonomie angeht (Handschuhgröße M). Wenn man größere Hände hat ist der Milwaukee aber wahrscheinlich besser.- KupplungDie Makita Kupplung ist besser.  Sie hat zwei Drehräder zum Einstellen und ist deshalb bei häufigerem Umstellen zwischen Schrauben und Bohren angenehmer.  Der hintere Ring (Bohren, Schrauben, Schlagbohren) lässt sich aber nur recht schwer drehen.- BaugrößeDas führt uns zum nächsten Punkt, Länge und Breite. Der Makita hat ~200mm Länge, wahrscheinlich wegen dem extra Kupplungsring. Unten bei dem Akku ist der Makita am breitesten, wahrscheinlich etwa 5mm mehr als der Akku eh schon hat.Milwaukee gewinnt mit ~170mm Länge.- SchnellspannfutterDas Vollmetall Schnellspannfutter von Milwaukee ist natürlich dem Makita überlegen. Es wirkt robuster und ist besser zu spannen, da die Klicks beim Festspannen recht gut zu hören sind. Die Klicks von Makita sind etwas schwerer zu hören.- HerstellungslandZumindest ist der Makita noch in Europa hergestellt, Made in Romania. Der Milwaukee hingegen in P.R.C = People's Republic of China (Made in China). Falls ihr Made in Germany haben wollt, schaut euch eher bei Bosch Blau, Festool, Mafell und Fein um.- ExtrasDer Makita hat keinen Bithalter. Der ist beim Milwaukee aber nur begrenzt nützlich da nur lange Bits sicher darin sind. Makitas Gürtelclip wird nicht angeschraubt geliefert. Der von Milwaukee schon. Die Schraube ist ebenfalls mit Loctite gesichert.",de
336,"Hallo sollte ein Wichtelgeschenk werden ,aber dank der fehlenden Geschenkverpackung + Karte ! gibt das wohl nichts wenn möglich nachsenden Mfg Stefan",de
337,Der Makita DHP482Z Akku-Schlagbohrschrauber 18 V ist ein Klasse Bohrer der hochwertig entworfen wurde. Sogar nach 1 Jahr kräftiger Umbau im Haus deht sich alles noch so wie es soll. Er liegt gut in der Hand und ist auch nicht so schwer.,de
338,"Habe beide Schrauber und kann nur jedem empfehlen den 484 zu nehmen. Brushless, kompakter und ein gutes Stück stärker. Falls die ca. 20€+ nicht weh tun. Der 482 ist auch verarbeitungstechnisch etwas hinter dem 484. Aber am Ende sind es beide gute Schrauber.",de
339,Der Akku-Bohrschrauber erfüllt genau meine Erwartung. Positiv sind:- geringes Gewicht- liegt gut und griffig in der Hand- lange Akkulaufzeit auch schon mit einem 3A Akku- mit 60 Nm hat er ein enormes Drehmoment. Man sollte Ihn gut festhalten :-)- Schlagschrauben in Kalksandstein ist kein Problem. Funktioniert besser als erwartet- Bohren in Stahl (bis 12 mm) macht er klaglos mit.Fazit: Ein Hammer Gerät. Ich kann ihn sehr empfehlen. Er ersetzt vielmals sogar die Bohrmaschine für die Löcher in den Wänden.,de
340,Es wird ein Drehmoment von 500 NM angegeben. Dies ist falsch!Der Akkuschreiber sollte ein Drehmoment um die 60 NM haben!,de
341,"                    Die Medien konnten nicht geladen werden.                 Ich hatte mir neulich einen fabrikneuen Makita DHP482 Schlagschrauber gekauft und war vom Rundlauf des Geräts ehrlich gesagt massivst(!) enttäuscht (wollte ihn eigentlich zurückgeben), bis ... ja bis ...... ich mir das Röhm Bohrfutter Supra-SK E (Aufnahme 1/2""-20) gekauft habe. Nach dem Montieren des neuen Bohrfutters (was sich als etwas problematisch herausgestellt hat, da das alte doch ziemlich fest - ich nehme an mit LockTite gesichert - festgesessen ist) war es SOFORT vorbei mit dem ""rumgeeiere"" des mitgelieferten Makita Originalzubehörs (das ist totaler Schrott).Im beiliegenden Video sehen Sie den absolut runden (das einzige, was da wackelt bin ich mit der Kamera) Lauf dank des neuen Röhm Bohrfutters -> erstklassig und absolut überzeugend! (beim Bohrer handelt es sich i.ü. um einen neuen Garant VHM-Bohrer, max. Toleranz H7 (wenige Mikrometer, Schaft: H6) - dieser ist also (für das Auge) 100% ""gerade"" und darf als Referenz / Ersatz für einen Prüfstab herhalten).-> ich kann die (wenigen) erbosten Rezensionen hier verstehen, die das Gerät abwerten wg. des Rundlaufs. Das Problem liegt hier aber am Bohrfutter - und kann leicht selbst behoben werden. Für den Premium-Anspruch von Makita sollte dem Paket aber in der Tat etwas besseres beiliegen, daher gibt es von mir nur 3 Sterne (das Gerät an sich, sobald es denn sauber läuft, verdient klar 5 ***** !)",de
342,"Gibts zur Zeit im örtlichen Landwirtschaftsmarkt. Habe mehrere Maschinen getestet, entweder eiert das Bohrfutter oder es wackelt in seiner Aufnahme wie bei meiner, damit kann man nicht arbeiten. Maschine ging zurück, eigentlich schade, da es ein handliches Gerät wäre, aber diese Qualität im Vergleich zu den alten Makitas ist nur peinlich.",de
343,"Gutes Produkt, gute Qualität, schnelle Lieferung. Leider von der Verpackung enttäuscht.  Kam in einem riesigen Paket, allerdings fehlt ein Orginalkarton. War nur in einer Plastiktüte verpackt. Sollte als Geschenk weiter gegeben werden. Hat dadurch den Anschein eines Ersateiles.",de
344,"Super handlicher Akkuschrauber, dem auch einiges an Kraft  in sich steckt! Sehr schnelle Lieferung, freundliches Personal!",de
345,Klasse gerät! Damit macht das heimwerken richtig Spaß!,de
346,"Preis Leistungsverhältnis  ok, schnelle Lieferung.",de
347,Als Hobbyhandwerker sehr zufrieden.,de
348,"Sehr schnelle Lieferung, bei dem Preis immer wieder!",de
349,Gerät für wirklich alle Fälle,de
350,Top Qualität wie erwartet.,de
351,Zufriedenheit super Qualität,de
352,"Füllt sich sehr hochwertig an , kein wackeln bis jetzt alles top beobachte es ein halbes Jahr dann kommt noch ein Bewertung.",de
353,Gutes Gerät zu einem guten Preis,de
354,"Zu den Name Makita, brauche ich glaube ich nicht viel sagen. Sehr gut. Habe diese Maschine im Angebot gekauft habe und habe noch andere Dinge von Makita. Sehr zufrieden.",de
355,Sehr zufrieden,de
356,Immer wieder gerne,de
357,All package is wery nice fast chatger 2 batterys all is nice but that Drill is wery weak it works for small tasks i guess but for heahy duty construction sites it wont be a good choise,en
358,Eine sehr robuste Maschine die alle Bereiche in meiner Werkstatt abdeckt,de
359,"Habe nichts zu beanstanden, binsehr zufrieden",de
360,Dieser Akku 'Schlagbohrschrauber ist sehr Robust und Handliche und mit langer Ausdauer . Gefällt mir sehr Guz,de
361,Perfekter Verkäufer schnelle Lieferung und günstiger Preis,de
362,Makita TOP Qualität!! Nach auch längerer Zeit wunderbares Arbeiten und NULL Probleme!!,de
363,Super Akkuschlagschrauber ! Endlich nicht mehr dieses lästige Steckdosen gesuche . Top Qualität .,de
364,"Handlich zu bedienen, tolles Aussehen, bequem zu bedienen. Kann diese handliche Bohrmaschine empfehlen.",de
365,"Als Ersatz für einen Billigakkuschrauber angeschafft, bin begeistert,  eine stabiles Gerät mit Schlagfunktion, die mir beim Einbau meiner Küche gute Dienste erwies, Schlagbohren in Putz und Ziegel super- Beton hatte ich keinen, durch die zwei Geschwindigkeiten universal verwendbar.",de
366,Schöner Akkubohrschrauber in gut ausgestatteter Kiste. Hatte ihn heute das erste Mal so richtig im Einsatz und bin begeistert.,de
367,Hat den Test hervorragend bestanden. Bin sehr zufrieden damit,de
368,Bis jetzt alles super.,de
369,"robuster akkuschrauber,alles super.",de
370,Tolles handliches Gerät mit genug power. An Zubehör alles dabei was man schnell als Heimwerker braucht. Bin sehr zufrieden,de
371,"Perfekt, von der Bestellung bis zur Auslieferung.Gern wieder.",de
372,"Amtlicher Koffer, schicke Farbe, praktisch und, ach ja, er Bohrt ;-)Als ""Schlagbohrer"" nicht mit einem ""Kabelgebundenen"" zu vergleichen, aber ansonsten tadellos.",de
373,Starkes Maschinchen. Hat sich bereits bei uns in vielen diversen Einsatzfällen bewährt. Würde ich wieder kaufen,de
374,Bin voll auf begeistert habe schon einige ausprobiert.  Gebe vollkommen zurecht 5 Stern     ,de
375,"Was soll ich schreiben?Wer sich für eine Makita entscheidet,weiß was er kauft.",de
376,Makita ist nun mal sehr gut. Keinerlei Beanstandungen.,de
377,1a bin sehr zufrieden,de
378,Wie immer super Qualität bei Makita habe nichts anderes erwartet,de
379,"schnelle Lieferung, guter Preis, guter Kundenkontakt, hatte meine Rechnung nicht ausgedruckt E-Mail gelöscht, Anruf getätigt, Rechnung wurde per E-Mail verschickt. Jederzeit wieder",de
380,Top schrauber aber wie es verpackt wurde gefiel mir nichtEinfach nur in der Karton rein und gut nix ausgepolstert oder sonst wie,de
381,top,en
382,Bedienen sehr einfach/schnell und gut zu handhaben.,de
383,"Die Makita ist leicht zu händeln , leistungsstark und hat Ausdauer . Die Akkus halten lange und sind schnell geladen . Gerade die 482 ist leicht , kräftig und im normal Gebrauch eigentlich nicht kaputt zu kriegen . Makita steht eben für Qualität !",de
384,"Mein Akkubohrschrauber war defekt, daher habe ich mir diesen neuen geholt. Diesmal als Schlagbohrer. Bin bis jetzt zufrieden, wobei er etwas riecht wenn er in Betrieb ist.",de
385,Die Rezessionen sprechen für sich. Bin sehr zufrieden. Makita halt  Qualität Funktion 1A. Die Akku‘s sind halt etwas teuer. Würde erstmal schauen ob alles in das geplante Budget passt. Ist meine zweite Bohrmaschine bohrt durch Metall Holz und Beton ohne Probleme. Sehr stark und liegt in der Hand Super.,de
386,"Ein hervorragender Schrauber für starke Belastungen zu einem niedrigen Preis. Klar sind die Akkus selbst teuer. Hat man sich allerdings schon ein paar Akkus geleistet ist dieser Akkuschrauber sehr günstig. Dieser wir bei mir in der Firma dauerbelastet und weißt so gut wie bei keinem Mängel auf. Selbst mein schwerer Akkuschrauber von Makita mit Eisenbohrfutter hat bei einem 22 Loch mit 26 cm Durchmesser versagt, wo dieser Schrauber aushelfen konnte.",de
387,"Der Schlagbohrschrauber ist besser als ich dachte. Das Makita gute Geräte baut weiß ich, aber der Schrauber ist wirklich gut!",de
388,"Schnelle Lieferung, gute Information, klasse Artikel",de
389,Hochwertige Verarbeitung,de
390,Super schnell angekommen. wow.alles bestens verlaufen.  Danke! gerne wieder....,de
391,Ein schönes Präsent .. für einen Heimwerkerfreund,de
392,Supper alles gut gelaufen,en
393,gerne wieder,de
394,Man kann mit ihr gut arbeiten.,de
395,Ok,en
396,Alles  super.,de
397,Das Gerät ist super. Es ist sehr schnell und eignet sich z.B gut für meine Bau-Firma. Bin begeistert Kann ich jedem nur weiter empfehlen.,de
398,"Super Maschiene ,Gute Handhabung",de
399,Top Qualität. Aber war nicht anders zu erwarten. ,de
400,Drehverschluss ist defekt kann nicht mehr mit Hand zuschrauben nur noch wenn ich es festhalte und dann laufen lasse,de
401,Sehr gute Qualität. Gutes Preis Leistung Verhältnis.,de
402,Suppe Ausstattung zum fähren Preis sehr und ein schöner und Stabieler Koffer.,de
403,....ohne Kabel. Nichts für Beton aber für alle haushaltsüblichen Wände zu gebrauchen. Als Akku Schrauber ist er in der makita Reihe ein ausdauernder Geselle. Leistungsstark und ausbalanciert. Ein klasse Werkzeug,de
404,Super Gerät nicht zu schwer und trotzdem starke Leistung.Auch mit der Schlagbohrfunktion bereits zum Testen mal ein 10mm Loch in Beton gebohrt und ging besser als gedacht. Zwar nicht so schnell wie mit der grossen Schlagbohrmaschine aber für die Grösse/Gewicht des Geräts (da ich mir die eigentlich gekauft habe um Lampenschirme und dergleichen aufzuhängen) ging es überraschend gut.,de
405,"alles bestens, Danke!",de
406,Läuft super. Top Maschine.,en
407,Makita halt...,et
408,Sehr gutes Gerät.,de
409,Als Heimwerker sehr gute Qualität,de
410,Klein aber fein. Gut,de
411,Nach langer Irrfahrt und viel Lehrgeld einmal in die Grundausstattung mit Akkus und Ladegerät investiert. Der akkuschrauber bringt dann mit dieser Verbindung mal So richtig Spaß ... für den semiprofessionellen und ambitionierten Heimwerker die beste Wahl.,de
412,Erfüllt täglich seine arbeit,de
413,super tolles teil und der preis ist angebracht,de
414,Könnte billiger sein noch,de
415,Habe mir diesmal ein Akkuschrauber mit Schlagfunktiin gekauft. Funktioniert hervorragend. Reicht für den normalen Hausgebrauch völlig aus.,de
416,Maschine ist super positiv überrascht  schade statt nicht welche Akkus und Ladegeräte kann Mann benutzen …,de
417,Klasse Teil. Schnelle Lieferung Läuft perfekt.,de
418,gut zu halten ist so die Frage wer sie hält. Ich habe eine große Makita und bin begeistert. Mal sehen was Schwiegersohn und Tochter dazu sagen. Ausstattung sehr gut.,de
419,Als Zweitgerät bohren und Schrauben um nicht wechseln zu müssen.,de
420,Günstig und sehr gut ,de
421,Zum Vorrichtung meiner Wohnung,de
422,Ist halt Makita. Mehr muss man nicht sagen.,de
423,Makita Qualität. Alles wie erwartet.,de
424,Ok,en
425,Bin sehr zufrieden mit dem artikel,de
426,"Mein Mann liebt sein neues Akku-Schrauber. Ich persönlich finde den Koffer dazu am besten, immer alles zusammen, es kann nichts kaputt gehen.Leistung und Handhabung sind top!",de
427,"Empfehlenswert, gute Qualität, tolle Farben, Preisleistungsverhältnis OK, schnelle Lieferung, empfehlenswert.",de
428,Alles top,de
429,"Makita DHP482Z Schlagbohrschrauber 18 V Das ist was für Firmen so wie auch Privat . Ist ein ALES könner Mit SCHLAG für Beton , für Boren ind Metall sowie auch in Holz und auch ein Drehmoment zum Schrauben .Diese ist einer der BESTEN von MAKITA .",de
430,Gute Qualität,de
431,War ein Geschenk zu Weihnachten. Kam sehr gut an,de
432,Ciao a tutti lo consiglio a tutti super kit di avvitatore con i suoi accessori come in foto e descrizione con tutti i suoi accessori sono contento grazie amazon e makita nome è una garanzia lo uso da anni questo marchio,it
433,"sul prodotto non c'è nulla da commentare anche se in seconda velocità lasciando il pulsante di scatto fa un rumore di ingranaggi....ma la cosa da commentare che fa pietà la spedizione, viene spedito in un cartone senza imballaggio plastificato ne carta all'interno per parare gli urti durante il viaggio.",it
434,"Prodotto che vale i soldi spesi , Makita sempre una garanzia",it
435,"100% value for money! Great buy, does everything I need it to, for a lightweight drill it packs a punch!",en
436,Rapport qualité prix ça va pour la bricole a la maison,fr
437,W skrzynce brakuje 6 wierteł i opakowanie wygląda jak używane /:Czy można coś zrobić żeby dostać same brakujące wiertła bez zwracania całości?,pl
438,Je conseille . Matos de pro . Mais le chargeur est une horreur . Le ventilo est tropBruillant !!! On croirait un Airbus dès la mise en charge .,fr
439,Objet bien reçu au top c'est se que je voulait merci,fr
440,"J'aime bien les produits Makita,bonne qualité.",fr
441,Lightweight very well shaped for handle ability,en
442,"Le fait que l'appareil a fumé lors de son utilisation ne veut pas dire que c'est un produit a oublier, car c'est ma 2ème perceuse et la 1ère a faut son temps. je pense que c'est un produit fiable et comme il est sous garantu je préfère le renvoyer pour un échange ou un remboursement.",fr
443,Un peu lourde mais très efficace.,fr
444,Lighter and more powerful than previous models.Great driilDelivery was one day earlier than promised,en
445,"Matériel de qualité. Surpris par le rapport poids / puissance. Parfait. Livraison sans emballage, seulement dans un plastique. C'est surprenant.",fr
446,Prodotto che mantiene la qualità makita. Rapporto prezzo prestazione vantaggioso pur essendo prodotto di marca. Consigliato.,it
447,Remplacement d'une visseuse hs,fr
448,"Esta muy bien y funcionsa de escandalo, la unica pequeña pega es que el porta brocas se queda enganchado y cuesta abrir o cerrar, imagino que co el uso y un poco de lubricacion se solucione.",es
449,Brilliant,en
450,".....MOLTO LAVORO DI VALUTAZIONE TRA USATI E SOTTOMARCA......CI SONO PERSONE CHE FORSE NON SANNO COSA VENDONO O PENSANO CHE GLI ACQUIRENTI SIANO TUTTI INGENUI..SCARTANDO TRA NUOVI A PREZZI ASTRONOMICI USATI CON BUON PREZZO MA MOLTO DATATI.....ALLA FINE HA PREVARSO IL BUONSENSO DI CERCARE UNA VIA ALTERNATIVA SUL NUOVO...O WAREHOUSE ( COME SI DICE)....articolo senza batteria  venduto in warehouse....ma molto curato...ne è valsa la pena....messo alla prova...ma non al lavoro forzato per adesso...sembra che sia all'altezza....provengo da esperienza A&G ....METABO ...adesso MAKITA NON DOVREBBE DELUDERE LE MIE ASPETTATIVE,,,,PENSO CHE SIA LA MIA SCORTA PER I LAVORI A SEGUIRE...ANCORA DIECI QUINDICI ANNI ....QUESTA è LA MEDIA DEI MIEI TRAPANI A BATTERIA....HO COMPRATO BATTERIA E CARICABATTERIA ORIGINALI IN ALTRO SITO...corpo macchina MOLTO SOLIDO ...NON LEGGERISSIMO...CI VUIOLE UN BEL POLSO E TANTO PROGRAMMA DI  LAVORI  DA ESEGUIRE....SONO FIDUCIOSO ....SARA' UN BUON ELETTROUTENSILE...peccato che il motore non sia brushless....ma penso che non darebbe gli stessi parametri di efficienza...in effetti la lucina sotto il mandrino non è il massimo dell'efficienza e forse potrebbe pregiudicare la durata della batteria....sembra di più un avviso di messa in lavoro che luce ( ma vedrò nelle reali necessità quanto sarà utile veramente )...ottimo il mandrino da tredici....ti fà usare le punte da ferro ( per svasare ) senza ricorrere a punte con codolo ridotto...ok.il selettore a cursore scorrevole.....molto rapido...ottima la soluzione per forare ed avvitare con inserimento frizione ( la uso tantissimo )....le due velocità sembrano eguagliarsi così a prima vista....ma vedremo ( ripeto ) nel lavoro impegnativo ......spero tanto che le recensioni che danno il mandrino nel tempo disassato siano solo diciture malefiche......gli altri marchi...A&G e Metabo erano perfetti...ok.....vado a lavorare che è  meglio...",it
451,Il secondo che compro perche' il mandrino del primo si e' rotto ed avendo tre batterie abbiamo optato per questa soluzione. Fa il suo lavoro e makita e' sempre un nome anche se risulta made in Romania .,it
452,"Ne abbiamo 4, siamo un'officina di carpenteria leggera ,lavoriamo i 2-3mm di spessore, e questi trapanini hanno sostituito quelli ad aria che utilizzavamo prima, niente tubi dell'aria e molto più versatili.Ho letto alcuni scontenti del prodotto, io sinceramente ne ho 4, 5 se contiamo quello per le trasferte e mediamente se ne rompe 1 ogni 2 anni circa, credo principalmente a causa dell'utilizzo improprio con tazze o punte ribassate che sforzano eccessivamente motore e mandrino, comunque ognuno ha le sue esperienze, la mia è positiva.",it
453,Scalda un po’ nell’uso prolungato. Da valutare nel lungo periodoComunque un buon prodotto,it
454,"Après que la visseuse de mon mari ait rendu l'âme,nous en avons cherché une nouvelle .. mais sans batterie puisque nous avons les batterie et le.chargeur.c'est mission accomplie ! Exactement la même..",fr
455,"Lorsqu'on reçoit cette visseuse, on est un peu surpris par sa petite taille.Par contre celle- ci est très dense et bien lourde, gage d'une fabrication de qualité.Ce n'est pas un outil léger bon marché.On a cette machine parfaitement en main et sa petite taille est un atout.Son grip la rend très ergonomique et elle est très équilibrée lorsqu'on l'à en main.Je suis ravi de cet achat car son format compact et sa bonne puissance sont parfaits pour le bricolage.La perceuse est puissante et les travaux courants ne lui font pas peur.Cette machine a un très bon rapport qualité-prix.Je l'ai reçue dans son carton d'origine Makita avec comme accessoires, un clip de ceinture et un enbout de vissage.C'est une très bonne machine à toujours avoir sous la main pour les petits travaux courants.En résumé,✅ format compact mais très puissante✅ livrée avec boite Makita et les accessoires✅ excellente prise en main, très ergonomique✅ très maniable et bien équilibrée✅ nombreux réglages utiles✅ grip de la poignée excellent✅ très bon rapport qualité-prixLes moins:❌ je n'en ai pas trouvé pour l'instant",fr
456,"Pas encore utilisé, offert pour un anniversaire, je suis déçue car manque le cutter dans le coffret.",fr
457,Pas trouvé la batterie et le chargeur avec son. Fonctionnement ou trop cher,fr
458,"The short version of this review is- fantastic drill, but NO BATTERY OR CHARGER, JUST DRILL, PLAN AHEAD.here is the longer version:what I received from this purchase:DrillDrillbit (crosshead/flathead)hook and screw to attach to the drillAGAIN, THERE IS NO BATTERY OR CHARGER WITH THIS DRILL, JUST THE ABOVE LISTED ITEMS.I would recommend buying a case or a carry bag of some kind to keep the drill, battery, and charger together.ONTO HOW THE DRILL PERFORMS:I've had 2 separate moments of panic which turned out to be fail-safes built into the drill, which I will share with you guys so you don't panic like I did!While on the ""screw"" function, which is obviously named, once the screw (or whatever you are screwing in) has reached its optimum tightness indicated by your torque setting (the number dial) the drill will click and refuse to turn, instead of continuously turning like the drill or hammer setting, in order to prevent the screw or the drill bit stripping.the second failsafe I'm not quite sure how it happened but I was low on battery and had been using the drill for a few hours in the hot sun and the drill stopped moving, but the light still came on. I'm assuming this was an overheating fail safe or just low battery, as once I left the battery charging and cooling down, as well as the drill, it worked again.This drill annihilates any task it has been presented with so far. its drilled through wood like a knife through butter, kept up with my Father's corded drill when drilling into masonry, and screws things in like it is child's play.the drill comes with an attachable hook which slightly overshoots the bottom of the drill, putting it on a slight lean, but it isn't too annoying. the only other thing with this drill is a flathead/crosshead drill bit, that is it.I haven't needed to yet but the drill's inner parts are easily accessible and replaceable.CONCLUSION: if you want a good drill or are planning lots of working where drilling or screwing is needed, buy it (and a battery or two, and a charger!).​If you are doing light work, I would probably say buy a cheaper drill with all the parts needed, as this drill is definitely more aimed at bigger jobs more than small bits and bobs.",en
459,Makita products are just great!,en
460,"I feel I can review this item with the utmost confidence because even though I've only just purchased this one, these are issued to us at work and I use mine daily.It's a really good bit of kit. Not perfect (despite the 5 stars...perhaps 4.5 would have been more apt) but not too far off for what it is. Obviously, you won't get the power of an high-end corded hammer drill, nor will you get the compactness of it's smaller screwdriver cousin. What you do get though is a really good all-rounder.There is an hammer option, which is actually quite powerful (in fact, I've also bought a new 18v Dewalt drill recently and I find the hammer option to be more powerful on this). It will drill relatively easily into all but the hardest of materials. I would have said ALL until recently, when I was on the verge of tears trying to hang a gate post on a wall of Accrington brick, which, of course, just laughed at me. No doubt you'd ask why not just go for the mortar joint's...well that was what the last three scoundrels before me did, leaving me a tricky one.! Of course I got there in the end, but I digress. Back on topic, It will drill into concrete and most building materials without much issue.The screwdriver option isn't quite as powerful as it's Dewalt  but is still much more powerful than an electric screwdriver and can be toned down for more delicate operations.It looks good too, which might not be an important consideration to most, but those who pride themselves on a good looking workshop, will know it's no bad thing to have nice looking tools sat on the wall.Although this doesn't come with a battery or charger, if you do decide to purchase both as well, the 4ah battery will last ages and the charger won't take long to recharge your battery (though it is a bit cumbersome).In short, I got mine for free at work but still decided to buy one anyway. Need I say more? ...You won't be disappointed.",en
461,"Ottimo acquisto se si possiedono già tutti gli altri componenti come batterie, caricabatterie, custodia, ecc… Se il vostro avvitatore (corpo macchina) è arrivato a fine corsa, conviene fare questo acquisto anziché comprare tutto nuovo. Consiglio",it
