,Review,Language,Translated,Word_Count,Char_Count,Stop-Words,Translated_Lower,Translated_Nopunc,Translated_Nostop,Translated_Noother,Cleaned_Review,Polarity,Subjectivity
461,"Ottimo acquisto se si possiedono già tutti gli altri componenti come batterie, caricabatterie, custodia, ecc… Se il vostro avvitatore (corpo macchina) è arrivato a fine corsa, conviene fare questo acquisto anziché comprare tutto nuovo. Consiglio",it,"Good purchase if you already have all the other components such as batteries, charger, case, etc... If your screwdriver (body) has reached the end of its life, it is worth making this purchase instead of buying everything new. Tip",39,,17,"good purchase if you already have all the other components such as batteries, charger, case, etc... if your screwdriver (body) has reached the end of its life, it is worth making this purchase instead of buying everything new. tip",good purchase if you already have all the other components such as batteries  charger  case  etc    if your screwdriver  body  has reached the end of its life  it is worth making this purchase instead of buying everything new  tip,good purchase already components batteries charger case etc screwdriver body reached end life worth making purchase instead buying everything new tip,good purchase already components batteries charger case etc screwdriver body reached end life worth making purchase instead buying everything new tip,good purchase already component battery charger case etc screwdriver body reached end life worth making purchase instead buying everything new tip,0.37878787878787873,0.38484848484848483
462,"Vendeur :  cotebricoLivré dans un boite totalement neutre, avec papier sur la garantie, un mode d'emploi en anglais et une tête double cruciforme et plat.Je ne l'ai pas encore totalement testé donc il s'agit de remarques rapide.Au démarrage cela sent un peu le brûler (à voir si cela passe), tendance a bouger un peu à la mise en route mais cela se stabilise rapidement, la lumière est puissante et reste un peu après l'avoir fait tourner.",fr,"I've not yet fully tested it, so these are quick comments.At the start it smells a bit like burning (to see if it passes), tends to move a bit when you start it up but it stabilizes quickly, the light is powerful and stays a bit after you turn it on.",51,,24,"i've not yet fully tested it, so these are quick comments.at the start it smells a bit like burning (to see if it passes), tends to move a bit when you start it up but it stabilizes quickly, the light is powerful and stays a bit after you turn it on.",i ve not yet fully tested it  so these are quick comments at the start it smells a bit like burning  to see if it passes   tends to move a bit when you start it up but it stabilizes quickly  the light is powerful and stays a bit after you turn it on ,yet fully tested quick comments start smells bit like burning see passes tends move bit start stabilizes quickly light powerful stays bit turn,yet fully tested quick comments start smells bit like burning see passes tends move bit start stabilizes quickly light powerful stays bit turn,yet fully tested quick comment start smell bit like burning see pass tends move bit start stabilizes quickly light powerful stay bit turn,0.3444444444444445,0.7333333333333334
463,"Where to start ....I own a DTD152 impact driver and a DHP453 combi drill alongside other Makita tools.  I found the impact driver a bit too powerful on occasions (especially for smaller screws) so thought getting a single drill somewhere in between the two tools above so that I would only need to lug one around with me.There is no question the hammer action of the 482 is better than the 453.  On paper another 20Nm and the test drill I did on an old flag stone definitely proved it to be a step upHowever, for larger diameter/longer screws it feels wanting against the 152. It obviously would being a much lower power device.So, what do I do?  I will definitely flog the 453 on an internet auction site and had intended to do the same with the 152.  Think I'll wait a bit and see how the 482 performs in the real world before bidding it a fond farewellThe 482 is a good compromise re length at 208mm.  (152 = 187mm, 453 = 240mm)  It also DOESN'T feel heavy and DOES feel balanced in the hand.Got a job tomorrow that will test it so will come back and update",en,"Where to start ....I own a DTD152 impact driver and a DHP453 combi drill alongside other Makita tools.  I found the impact driver a bit too powerful on occasions (especially for smaller screws) so thought getting a single drill somewhere in between the two tools above so that I would only need to lug one around with me.There is no question the hammer action of the 482 is better than the 453.  On paper another 20Nm and the test drill I did on an old flag stone definitely proved it to be a step upHowever, for larger diameter/longer screws it feels wanting against the 152. It obviously would being a much lower power device.So, what do I do?  I will definitely flog the 453 on an internet auction site and had intended to do the same with the 152.  Think I'll wait a bit and see how the 482 performs in the real world before bidding it a fond farewellThe 482 is a good compromise re length at 208mm.  (152 = 187mm, 453 = 240mm)  It also DOESN'T feel heavy and DOES feel balanced in the hand.Got a job tomorrow that will test it so will come back and update",200,1060.0,82,"where to start ....i own a dtd152 impact driver and a dhp453 combi drill alongside other makita tools. i found the impact driver a bit too powerful on occasions (especially for smaller screws) so thought getting a single drill somewhere in between the two tools above so that i would only need to lug one around with me.there is no question the hammer action of the 482 is better than the 453. on paper another 20nm and the test drill i did on an old flag stone definitely proved it to be a step uphowever, for larger diameter/longer screws it feels wanting against the 152. it obviously would being a much lower power device.so, what do i do? i will definitely flog the 453 on an internet auction site and had intended to do the same with the 152. think i'll wait a bit and see how the 482 performs in the real world before bidding it a fond farewellthe 482 is a good compromise re length at 208mm. (152 = 187mm, 453 = 240mm) it also doesn't feel heavy and does feel balanced in the hand.got a job tomorrow that will test it so will come back and update",where to start     i own a dtd152 impact driver and a dhp453 combi drill alongside other makita tools  i found the impact driver a bit too powerful on occasions  especially for smaller screws  so thought getting a single drill somewhere in between the two tools above so that i would only need to lug one around with me there is no question the hammer action of the 482 is better than the 453  on paper another 20nm and the test drill i did on an old flag stone definitely proved it to be a step uphowever  for larger diameter longer screws it feels wanting against the 152  it obviously would being a much lower power device so  what do i do  i will definitely flog the 453 on an internet auction site and had intended to do the same with the 152  think i ll wait a bit and see how the 482 performs in the real world before bidding it a fond farewellthe 482 is a good compromise re length at 208mm   152   187mm  453   240mm  it also doesn t feel heavy and does feel balanced in the hand got a job tomorrow that will test it so will come back and update,start dtd152 impact driver dhp453 combi drill alongside makita tools found impact driver bit powerful occasions especially smaller screws thought getting single drill somewhere two tools would need lug one around question hammer action 482 better 453 paper another 20nm test drill old flag stone definitely proved step uphowever larger diameter longer screws feels wanting 152 obviously would much lower power device definitely flog 453 internet auction site intended 152 think wait bit see 482 performs real world bidding fond farewellthe 482 good compromise length 208mm 152 187mm 453 240mm also feel heavy feel balanced hand got job tomorrow test come back update,start dtd152 impact driver dhp453 combi drill alongside makita tools found impact driver bit powerful occasions especially smaller screws thought getting single drill somewhere two tools would need lug one around question hammer action 482 better 453 paper another 20nm test drill old flag stone definitely proved step uphowever larger diameter longer screws feels wanting 152 obviously would much lower power device definitely flog 453 internet auction site intended 152 think wait bit see 482 performs real world bidding fond farewellthe 482 good compromise length 208mm 152 187mm 453 240mm also feel heavy feel balanced hand got job tomorrow test come back update,start dtd152 impact driver dhp453 combi drill alongside makita tool found impact driver bit powerful occasion especially smaller screw thought getting single drill somewhere two tool would need lug one around question hammer action 482 better 453 paper another 20nm test drill old flag stone definitely proved step uphowever larger diameter longer screw feel wanting 152 obviously would much lower power device definitely flog 453 internet auction site intended 152 think wait bit see 482 performs real world bidding fond farewellthe 482 good compromise length 208mm 152 187mm 453 240mm also feel heavy feel balanced hand got job tomorrow test come back update,0.1219047619047619,0.44095238095238093
464,"Mi hanno appena consegnato il prodotto, lo ho usato per fare un buco di prova e funziona, non metto le 5 stelle perché il prodotto non è nuovo come in descrizione. Le recensioni dicevano che non era nuovo ma mi sono fidato più della descrizione prodotto che delle recensioni.",it,"I just got the product delivered, I used it to make a test hole and it works, I don't put 5 stars because the product is not new as in the description. The reviews said it was not new but I trusted the product description more than the reviews.",49,,23,"i just got the product delivered, i used it to make a test hole and it works, i don't put 5 stars because the product is not new as in the description. the reviews said it was not new but i trusted the product description more than the reviews.",i just got the product delivered  i used it to make a test hole and it works  i don t put 5 stars because the product is not new as in the description  the reviews said it was not new but i trusted the product description more than the reviews ,got product delivered used make test hole works put 5 stars product new description reviews said new trusted product description reviews,got product delivered used make test hole works put stars product new description reviews said new trusted product description reviews,got product delivered used make test hole work put star product new description review said new trusted product description review,0.13636363636363635,0.45454545454545453
465,"Maybe I was not lucky ,but I  have a friend who also has other proble. ms with Makita after only a few weeks of use. The price is OK but you would expect quality from a well-known brand",en,"Maybe I was not lucky ,but I  have a friend who also has other proble. ms with Makita after only a few weeks of use. The price is OK but you would expect quality from a well-known brand",38,185.0,18,"maybe i was not lucky ,but i have a friend who also has other proble. ms with makita after only a few weeks of use. the price is ok but you would expect quality from a well-known brand",maybe i was not lucky  but i have a friend who also has other proble  ms with makita after only a few weeks of use  the price is ok but you would expect quality from a well known brand,maybe lucky friend also proble ms makita weeks use price ok would expect quality well known brand,maybe lucky friend also proble ms makita weeks use price ok would expect quality well known brand,maybe lucky friend also proble m makita week use price ok would expect quality well known brand,0.41666666666666663,0.6666666666666667
466,Got this from Amazon warehouse deals for less than half the price of the 'trade' sellers found on industrial estates. It didn't have a box but was brand new - as the box was going in the bin I didn't mind that saving!It's spot on. If you are a carpenter if will see you well. Yes it has bushes - but they cost buttons and take two minutes to change. Plus for the money this is a no brainer. Plenty of power for drilling - and not too heavy. Whilst still having that quality trade feel about it (I reckon I could drop it and it would keep going). For heavier work you want to be using a SDS drill anyway!Only thing i didn't like is that no replacement bushes in the pack! But they cost about £2 so no great shakes.But it with confidence - it's makita. I don't do screwing with it as I have an impact for that. Makita is what you see on site as they are the best.,en,Got this from Amazon warehouse deals for less than half the price of the 'trade' sellers found on industrial estates. It didn't have a box but was brand new - as the box was going in the bin I didn't mind that saving!It's spot on. If you are a carpenter if will see you well. Yes it has bushes - but they cost buttons and take two minutes to change. Plus for the money this is a no brainer. Plenty of power for drilling - and not too heavy. Whilst still having that quality trade feel about it (I reckon I could drop it and it would keep going). For heavier work you want to be using a SDS drill anyway!Only thing i didn't like is that no replacement bushes in the pack! But they cost about £2 so no great shakes.But it with confidence - it's makita. I don't do screwing with it as I have an impact for that. Makita is what you see on site as they are the best.,173,861.0,84,got this from amazon warehouse deals for less than half the price of the 'trade' sellers found on industrial estates. it didn't have a box but was brand new - as the box was going in the bin i didn't mind that saving!it's spot on. if you are a carpenter if will see you well. yes it has bushes - but they cost buttons and take two minutes to change. plus for the money this is a no brainer. plenty of power for drilling - and not too heavy. whilst still having that quality trade feel about it (i reckon i could drop it and it would keep going). for heavier work you want to be using a sds drill anyway!only thing i didn't like is that no replacement bushes in the pack! but they cost about £2 so no great shakes.but it with confidence - it's makita. i don't do screwing with it as i have an impact for that. makita is what you see on site as they are the best.,got this from amazon warehouse deals for less than half the price of the  trade  sellers found on industrial estates  it didn t have a box but was brand new   as the box was going in the bin i didn t mind that saving it s spot on  if you are a carpenter if will see you well  yes it has bushes   but they cost buttons and take two minutes to change  plus for the money this is a no brainer  plenty of power for drilling   and not too heavy  whilst still having that quality trade feel about it  i reckon i could drop it and it would keep going   for heavier work you want to be using a sds drill anyway only thing i didn t like is that no replacement bushes in the pack  but they cost about  2 so no great shakes but it with confidence   it s makita  i don t do screwing with it as i have an impact for that  makita is what you see on site as they are the best ,got amazon warehouse deals less half price trade sellers found industrial estates box brand new box going bin mind saving spot carpenter see well yes bushes cost buttons take two minutes change plus money brainer plenty power drilling heavy whilst still quality trade feel reckon could drop would keep going heavier work want using sds drill anyway thing like replacement bushes pack cost 2 great shakes confidence makita screwing impact makita see site best,got amazon warehouse deals less half price trade sellers found industrial estates box brand new box going bin mind saving spot carpenter see well yes bushes cost buttons take two minutes change plus money brainer plenty power drilling heavy whilst still quality trade feel reckon could drop would keep going heavier work want using sds drill anyway thing like replacement bushes pack cost great shakes confidence makita screwing impact makita see site best,got amazon warehouse deal le half price trade seller found industrial estate box brand new box going bin mind saving spot carpenter see well yes bush cost button take two minute change plus money brainer plenty power drilling heavy whilst still quality trade feel reckon could drop would keep going heavier work want using sd drill anyway thing like replacement bush pack cost great shake confidence makita screwing impact makita see site best,0.31393939393939396,0.4342424242424242
467,"I'm a huge fan of all of the Makita cordless range anyway, but this drill is staple part of my DIY diet. The hammer drill is incredibly effective (generally, not just for a cordless drill).It is lightweight, the battery lasts an incredibly long time, it's comfortable to use in terms of the grip, buttons and adjustments for tightening/loosening the chuck.Honestly can't fault the drill.",en,"I'm a huge fan of all of the Makita cordless range anyway, but this drill is staple part of my DIY diet. The hammer drill is incredibly effective (generally, not just for a cordless drill).It is lightweight, the battery lasts an incredibly long time, it's comfortable to use in terms of the grip, buttons and adjustments for tightening/loosening the chuck.Honestly can't fault the drill.",64,387.0,27,"i'm a huge fan of all of the makita cordless range anyway, but this drill is staple part of my diy diet. the hammer drill is incredibly effective (generally, not just for a cordless drill).it is lightweight, the battery lasts an incredibly long time, it's comfortable to use in terms of the grip, buttons and adjustments for tightening/loosening the chuck.honestly can't fault the drill.",i m a huge fan of all of the makita cordless range anyway  but this drill is staple part of my diy diet  the hammer drill is incredibly effective  generally  not just for a cordless drill  it is lightweight  the battery lasts an incredibly long time  it s comfortable to use in terms of the grip  buttons and adjustments for tightening loosening the chuck honestly can t fault the drill ,huge fan makita cordless range anyway drill staple part diy diet hammer drill incredibly effective generally cordless drill lightweight battery lasts incredibly long time comfortable use terms grip buttons adjustments tightening loosening chuck honestly fault drill,huge fan makita cordless range anyway drill staple part diy diet hammer drill incredibly effective generally cordless drill lightweight battery lasts incredibly long time comfortable use terms grip buttons adjustments tightening loosening chuck honestly fault drill,huge fan makita cordless range anyway drill staple part diy diet hammer drill incredibly effective generally cordless drill lightweight battery last incredibly long time comfortable use term grip button adjustment tightening loosening chuck honestly fault drill,0.2857142857142857,0.6238095238095239
468,"Great General purpose drill I got this to work alongside my older DHP456 which in itself is a great drill after 4 years of a lot lf work the Chuck is starting to play up, (will get a replacement in time as they are fairly inexpensive) this got me looking at Bare body drills as I have a Pair of batteries this model DHP482Z came up as great Value for money and is an updated version of my older one, its got a little more torque and a few more RPM's they look fairly similar and have the same body shape which is great, perfect fit into the old case,Its got the addition of 2 Led work lights which is better as with the older drill the Chuck would cast a shadow over exactly the tip of the drill bit.Superb piece of kit ( it's a brushed model, that's fine as I have a spair set of brushes, they are only cheap anyway and I haven't had to replace them in 4 years of fairly decent use.)For the price absolutely Superb.",en,"Great General purpose drill I got this to work alongside my older DHP456 which in itself is a great drill after 4 years of a lot lf work the Chuck is starting to play up, (will get a replacement in time as they are fairly inexpensive) this got me looking at Bare body drills as I have a Pair of batteries this model DHP482Z came up as great Value for money and is an updated version of my older one, its got a little more torque and a few more RPM's they look fairly similar and have the same body shape which is great, perfect fit into the old case,Its got the addition of 2 Led work lights which is better as with the older drill the Chuck would cast a shadow over exactly the tip of the drill bit.Superb piece of kit ( it's a brushed model, that's fine as I have a spair set of brushes, they are only cheap anyway and I haven't had to replace them in 4 years of fairly decent use.)For the price absolutely Superb.",181,916.0,82,"great general purpose drill i got this to work alongside my older dhp456 which in itself is a great drill after 4 years of a lot lf work the chuck is starting to play up, (will get a replacement in time as they are fairly inexpensive) this got me looking at bare body drills as i have a pair of batteries this model dhp482z came up as great value for money and is an updated version of my older one, its got a little more torque and a few more rpm's they look fairly similar and have the same body shape which is great, perfect fit into the old case,its got the addition of 2 led work lights which is better as with the older drill the chuck would cast a shadow over exactly the tip of the drill bit.superb piece of kit ( it's a brushed model, that's fine as i have a spair set of brushes, they are only cheap anyway and i haven't had to replace them in 4 years of fairly decent use.)for the price absolutely superb.",great general purpose drill i got this to work alongside my older dhp456 which in itself is a great drill after 4 years of a lot lf work the chuck is starting to play up   will get a replacement in time as they are fairly inexpensive  this got me looking at bare body drills as i have a pair of batteries this model dhp482z came up as great value for money and is an updated version of my older one  its got a little more torque and a few more rpm s they look fairly similar and have the same body shape which is great  perfect fit into the old case its got the addition of 2 led work lights which is better as with the older drill the chuck would cast a shadow over exactly the tip of the drill bit superb piece of kit   it s a brushed model  that s fine as i have a spair set of brushes  they are only cheap anyway and i haven t had to replace them in 4 years of fairly decent use  for the price absolutely superb ,great general purpose drill got work alongside older dhp456 great drill 4 years lot lf work chuck starting play get replacement time fairly inexpensive got looking bare body drills pair batteries model dhp482z came great value money updated version older one got little torque rpm look fairly similar body shape great perfect fit old case got addition 2 led work lights better older drill chuck would cast shadow exactly tip drill bit superb piece kit brushed model fine spair set brushes cheap anyway replace 4 years fairly decent use price absolutely superb,great general purpose drill got work alongside older dhp456 great drill 4 years lot lf work chuck starting play get replacement time fairly inexpensive got looking bare body drills pair batteries model dhp482z came great value money updated version older one got little torque rpm look fairly similar body shape great perfect fit old case got addition led work lights better older drill chuck would cast shadow exactly tip drill bit superb piece kit brushed model fine spair set brushes cheap anyway replace 4 years fairly decent use price absolutely superb,great general purpose drill got work alongside older dhp456 great drill 4 year lot lf work chuck starting play get replacement time fairly inexpensive got looking bare body drill pair battery model dhp482z came great value money updated version older one got little torque rpm look fairly similar body shape great perfect fit old case got addition led work light better older drill chuck would cast shadow exactly tip drill bit superb piece kit brushed model fine spair set brush cheap anyway replace 4 year fairly decent use price absolutely superb,0.3978333333333333,0.5406666666666666
469,"Ce modèle DHP482z livré sans batterie ni chargeur est une perceuse visseuse ainsi qu'un mode percussion2 vitesses 600-1900RPM ; 28500CPM en percussion, 62N.m et 21 Crans de Torque Setting !Le mandrin est assez raide niveau serrage, de plus un coup c'est clic-clic-clic et un autre c''est Cloc! faut que je lise la doc...Les Led sont suffisamment aveuglante et assez pratique faut pas avoir de gros doigtsLa machine à un bon punch, j'ai du mal à différencier les deux modes puisque le RPM est le même à vide.Les bagues de réglages sont relou à manipuler, la gâchette est précise et les plastique de qualité.Quitte à la livrer avec le clip ceinture ça coûtait quoi de fournir le support 2 embouts optionnel à visser de l'autre coté ?Pour finir, à quoi vous jouez avec vos batteries Makita ?Y en a avec voyant, super dur à trouver, la plupart n'en n'ont pas, et impossible de mettre la main sur les petits modèles BL1815N le poids de l'engin avec une 4AH est assez conséquent et je suis pas 7h d'affilé à bosser avec, donc faites un effort de diffusion sur les batt 1.3AHAh oui et les leds indicatrices du chargeur sont diablement compliquées à lire, à ce tarif un écran LCD aurait été appréciable non ?Globalement une bonne bécane et à ce niveau il faut chipoter car on est au dessus du panier là !Edit : 1 an que je l'ai, j'ai arrêté la binouze et depuis je perce droit mais surtout, je sens la différence entre les 2 vitesses Hi-Torque et Hi-Speed : appréciable. Les Leds du chargeur sont toujours aussi déroutantes, mais peut-importe : ça bip quand la charge est finie, j'ai aussi testé d'autres marques, mais je préfère ma Kita, petit truc auquel j'avais pas fait gaffe, une petite pression sur la gâchette et la Led s'allume; aussi elle reste allumée même après avoir relâché le bouton, ça paraît pas mais c'est drôlement pratique pour trouver le disjoncteur dans le noir après avoir transpercé une gaine électrique. Vraiment satisfait de ce joujou : robuste et performante !",fr,"This model DHP482z delivered without battery or charger is a screwdriver as well as a percussion mode2 speeds 600-1900RPM; 28500CPM in percussion, 62N.m and 21 notches of Torque Setting! The chuck is rather stiff in terms of tightening, moreover a blow is click-click-click and another is Cloc! I have to read the doc...The LEDs are blinding enough and quite practical, you don't need to have big fingers.The machine has a good punch, I have trouble differentiating the two modes since the RPM is the same when empty.The adjustment rings are relou to handle, the trigger is precise and the plastics are of good quality.Even if it was delivered with the belt clip, what did it cost to provide the optional 2 bit support to screw on the other side?I'm not sure what you're doing with the Makita batteries, they have lights, they're very hard to find, most don't have lights, and I can't get my hands on the small BL1815Ns, the weight of the thing with a 4AH is pretty heavy, and I don't work with it for 7 hours at a time, so please make an effort to spread the word about the batt 1s.I've been using it for a while now, but it's a good idea to have it on my bike, and I've been using it for a while now. The LEDs on the charger are still as confusing as ever, but it doesn't matter: it beeps when the charge is finished, I've also tested other brands, but I prefer my Kita, a little trick I didn't pay attention to, a little pressure on the trigger and the LED lights up; also it stays lit even after releasing the button, it doesn't look like it but it's really handy to find the circuit breaker in the dark after piercing an electrical sheath. Really happy with this toy: robust and efficient!",313,,150,"this model dhp482z delivered without battery or charger is a screwdriver as well as a percussion mode2 speeds 600-1900rpm; 28500cpm in percussion, 62n.m and 21 notches of torque setting! the chuck is rather stiff in terms of tightening, moreover a blow is click-click-click and another is cloc! i have to read the doc...the leds are blinding enough and quite practical, you don't need to have big fingers.the machine has a good punch, i have trouble differentiating the two modes since the rpm is the same when empty.the adjustment rings are relou to handle, the trigger is precise and the plastics are of good quality.even if it was delivered with the belt clip, what did it cost to provide the optional 2 bit support to screw on the other side?i'm not sure what you're doing with the makita batteries, they have lights, they're very hard to find, most don't have lights, and i can't get my hands on the small bl1815ns, the weight of the thing with a 4ah is pretty heavy, and i don't work with it for 7 hours at a time, so please make an effort to spread the word about the batt 1s.i've been using it for a while now, but it's a good idea to have it on my bike, and i've been using it for a while now. the leds on the charger are still as confusing as ever, but it doesn't matter: it beeps when the charge is finished, i've also tested other brands, but i prefer my kita, a little trick i didn't pay attention to, a little pressure on the trigger and the led lights up; also it stays lit even after releasing the button, it doesn't look like it but it's really handy to find the circuit breaker in the dark after piercing an electrical sheath. really happy with this toy: robust and efficient!",this model dhp482z delivered without battery or charger is a screwdriver as well as a percussion mode2 speeds 600 1900rpm  28500cpm in percussion  62n m and 21 notches of torque setting  the chuck is rather stiff in terms of tightening  moreover a blow is click click click and another is cloc  i have to read the doc   the leds are blinding enough and quite practical  you don t need to have big fingers the machine has a good punch  i have trouble differentiating the two modes since the rpm is the same when empty the adjustment rings are relou to handle  the trigger is precise and the plastics are of good quality even if it was delivered with the belt clip  what did it cost to provide the optional 2 bit support to screw on the other side i m not sure what you re doing with the makita batteries  they have lights  they re very hard to find  most don t have lights  and i can t get my hands on the small bl1815ns  the weight of the thing with a 4ah is pretty heavy  and i don t work with it for 7 hours at a time  so please make an effort to spread the word about the batt 1s i ve been using it for a while now  but it s a good idea to have it on my bike  and i ve been using it for a while now  the leds on the charger are still as confusing as ever  but it doesn t matter  it beeps when the charge is finished  i ve also tested other brands  but i prefer my kita  a little trick i didn t pay attention to  a little pressure on the trigger and the led lights up  also it stays lit even after releasing the button  it doesn t look like it but it s really handy to find the circuit breaker in the dark after piercing an electrical sheath  really happy with this toy  robust and efficient ,model dhp482z delivered without battery charger screwdriver well percussion mode2 speeds 600 1900rpm 28500cpm percussion 62n 21 notches torque setting chuck rather stiff terms tightening moreover blow click click click another cloc read doc leds blinding enough quite practical need big fingers machine good punch trouble differentiating two modes since rpm empty adjustment rings relou handle trigger precise plastics good quality even delivered belt clip cost provide optional 2 bit support screw side sure makita batteries lights hard find lights get hands small bl1815ns weight thing 4ah pretty heavy work 7 hours time please make effort spread word batt 1s using good idea bike using leds charger still confusing ever matter beeps charge finished also tested brands prefer kita little trick pay attention little pressure trigger led lights also stays lit even releasing button look like really handy find circuit breaker dark piercing electrical sheath really happy toy robust efficient,model dhp482z delivered without battery charger screwdriver well percussion mode2 speeds 600 1900rpm 28500cpm percussion 62n 21 notches torque setting chuck rather stiff terms tightening moreover blow click click click another cloc read doc leds blinding enough quite practical need big fingers machine good punch trouble differentiating two modes since rpm empty adjustment rings relou handle trigger precise plastics good quality even delivered belt clip cost provide optional bit support screw side sure makita batteries lights hard find lights get hands small bl1815ns weight thing 4ah pretty heavy work 7 hours time please make effort spread word batt 1s using good idea bike using leds charger still confusing ever matter beeps charge finished also tested brands prefer kita little trick pay attention little pressure trigger led lights also stays lit even releasing button look like really handy find circuit breaker dark piercing electrical sheath really happy toy robust efficient,model dhp482z delivered without battery charger screwdriver well percussion mode2 speed 600 1900rpm 28500cpm percussion 62n 21 notch torque setting chuck rather stiff term tightening moreover blow click click click another cloc read doc led blinding enough quite practical need big finger machine good punch trouble differentiating two mode since rpm empty adjustment ring relou handle trigger precise plastic good quality even delivered belt clip cost provide optional bit support screw side sure makita battery light hard find light get hand small bl1815ns weight thing 4ah pretty heavy work 7 hour time please make effort spread word batt 1 using good idea bike using led charger still confusing ever matter beep charge finished also tested brand prefer kita little trick pay attention little pressure trigger led light also stay lit even releasing button look like really handy find circuit breaker dark piercing electrical sheath really happy toy robust efficient,0.16387163561076604,0.5882850241545894
470,"Tel que présenté et acheté, l'appareil est inutilisable ! sauf à rajouter près de 100 euros pour avoir un chargeur et deux batteries. La présentation de l'outil avec ""machine seule"" est incorrecte voire trompeuse !",fr,"As presented and purchased, the device is unusable! unless you add nearly 100 euros to get a charger and two batteries. The presentation of the tool with ""machine only"" is incorrect or even misleading!",34,,12,"as presented and purchased, the device is unusable! unless you add nearly 100 euros to get a charger and two batteries. the presentation of the tool with ""machine only"" is incorrect or even misleading!",as presented and purchased  the device is unusable  unless you add nearly 100 euros to get a charger and two batteries  the presentation of the tool with  machine only  is incorrect or even misleading ,presented purchased device unusable unless add nearly 100 euros get charger two batteries presentation tool machine incorrect even misleading,presented purchased device unusable unless add nearly 100 euros get charger two batteries presentation tool machine incorrect even misleading,presented purchased device unusable unless add nearly 100 euro get charger two battery presentation tool machine incorrect even misleading,0.1,0.4
471,I didn’t get code for 3 year guarantee contacted  supplier and had no joy  sold with out box where the code is to do 3 year warranty,en,I didn’t get code for 3 year guarantee contacted  supplier and had no joy  sold with out box where the code is to do 3 year warranty,27,132.0,11,i didn’t get code for 3 year guarantee contacted supplier and had no joy sold with out box where the code is to do 3 year warranty,i didn t get code for 3 year guarantee contacted supplier and had no joy sold with out box where the code is to do 3 year warranty,get code 3 year guarantee contacted supplier joy sold box code 3 year warranty,get code year guarantee contacted supplier joy sold box code year warranty,get code year guarantee contacted supplier joy sold box code year warranty,0.8,0.2
